order_id,customer_name,product_category,product_name,units_sold,unit_price,discount,sales_amount,order_date,city,segment,profit
1060,Dylan Roberson,Jeans,Ripped Denim,2.6557788944723617,2813.51,0.6464664310954064,0.0,2025-07-14,Pune,B2C,94.96
1061,Kelsey Reyes,Accessories,Belts,2.6557788944723617,2291.15,0.33,0.0,2024-11-05,Mumbai,B2B,2536.3
1063,Kristin Ho,T-Shirts,Graphic Tee,1.0,2691.715527131783,0.6464664310954064,0.0,2025-06-28,bengaluru,B2C,2147.75
1065,Amanda Parker,Jeans,Boyfriend Jeans,5.0,2691.715527131783,0.6464664310954064,0.0,2024-05-28,bengaluru,B2C,2316.97
1066,Joshua Figueroa,Shoes,Slip-ons,2.0,3479.44,0.6464664310954064,0.0,2025-01-15,Delhi,B2C,-252.78
1067,Julie Howard,Dresses,Casual Midi,2.6557788944723617,3945.25,0.6464664310954064,0.0,2025-06-30,bengaluru,B2B,305.55
1069,Anna Allen,Accessories,Watches,2.0,2102.02,0.7,546.53,2024-03-11,Delhi,B2B,-992.61
1070,Kimberly Ho,Jackets,Leather Jacket,5.0,2691.715527131783,0.6464664310954064,0.0,2025-04-06,Hyd,B2B,1383.48
1074,Lynn Morales,Dresses,Casual Midi,2.0,2691.715527131783,0.7,0.0,2025-01-25,Hyderabad,B2C,192.91
1076,Lori Preston,T-Shirts,Oversized T-shirt,2.0,2691.715527131783,0.6464664310954064,0.0,2025-01-07,Bangalore,B2C,1408.61
1077,Gabriel Parrish,T-Shirts,Oversized T-shirt,2.0,2691.715527131783,0.6464664310954064,0.0,2024-09-20,Hyderabad,B2B,902.52
1078,Debbie Raymond,Jackets,Leather Jacket,2.6557788944723617,4059.56,0.6464664310954064,0.0,2025-02-13,Pune,B2C,-819.94
1084,Kevin Martinez,Shoes,Loafers,2.6557788944723617,2691.715527131783,0.53,0.0,2024-12-24,Pune,B2B,2458.07
1085,James Martinez,Shoes,Slip-ons,2.6557788944723617,2691.715527131783,0.02,0.0,2023-10-18,Pune,B2B,264.73
1086,Douglas Nelson,Accessories,Sunglasses,2.6557788944723617,948.33,0.46,0.0,2025-03-16,Bangalore,B2C,-865.22
1087,Thomas Ramirez,Jeans,Ripped Denim,2.6557788944723617,1976.75,0.7,0.0,2025-07-08,Mumbai,B2C,2790.95
1088,David Faulkner,Accessories,Caps,2.6557788944723617,3891.14,0.6464664310954064,0.0,2025-05-08,Pune,B2C,1374.27
1089,Dennis Ross,Shoes,Slip-ons,2.6557788944723617,1412.17,0.7,0.0,2025-02-22,Mumbai,B2C,-355.26
1090,Heather Arnold,Shoes,Slip-ons,5.0,2477.82,0.6464664310954064,0.0,2024-11-09,Ahmedabad,B2C,-888.86
1091,David Bridges,Accessories,Belts,1.0,2691.715527131783,0.6464664310954064,0.0,2023-07-28,Delhi,B2C,156.43
1093,Amanda Myers,Dresses,Bodycon,2.0,2691.715527131783,0.6464664310954064,0.0,2024-12-03,bengaluru,B2B,2966.76
1035,Laura Porter,Accessories,Belts,2.6557788944723617,2691.715527131783,0.6464664310954064,0.0,2025-01-04,Mumbai,B2C,1539.59
1097,Amber Smith,Accessories,Sunglasses,0.0,2691.715527131783,0.6464664310954064,0.0,2025-01-18,Mumbai,B2C,1141.15
1098,Diana Jones,Accessories,Caps,0.0,4752.04,0.6464664310954064,0.0,2024-09-08,Ahmedabad,B2C,129.37
1099,Valerie Walker,Shoes,Loafers,2.6557788944723617,2691.715527131783,0.6464664310954064,0.0,2024-02-22,Pune,B2B,300.02
1100,Daniel Brown,Shoes,Boots,2.0,2011.73,0.6464664310954064,0.0,2024-12-30,Hyd,B2C,2493.5
1101,Stephen Smith,Jeans,Boyfriend Jeans,2.6557788944723617,2691.715527131783,0.22,0.0,2025-03-04,Pune,B2C,2962.73
1102,Kimberly Walter,Jeans,Boyfriend Jeans,5.0,2691.715527131783,0.6464664310954064,0.0,2025-04-15,Hyd,B2C,2776.7
1103,Brandon Webb,Dresses,Bodycon,5.0,1521.46,0.6464664310954064,0.0,2025-06-11,bengaluru,B2B,1713.47
1104,Andrew Moreno,Dresses,Maxi Dress,3.0,2752.71,0.6464664310954064,0.0,2024-06-11,Ahmedabad,B2B,1660.01
1106,Evelyn Allison,Jeans,Boyfriend Jeans,3.0,2691.715527131783,0.6464664310954064,0.0,2025-04-01,Pune,B2C,53.28
1036,Nathaniel Thomas,Jeans,Straight Cut,1.0,4601.44,0.6464664310954064,0.0,2024-12-16,Mumbai,B2C,2145.66
1109,Nicole Evans,Jeans,Ripped Denim,2.6557788944723617,2691.715527131783,0.6464664310954064,0.0,2025-05-02,hyderbad,B2C,2133.58
1110,Michael Velasquez,Jeans,Slim Fit Jeans,4.0,2691.715527131783,0.6464664310954064,0.0,2025-06-26,Mumbai,B2C,2155.68
1114,Robert Williams,Dresses,Bodycon,6.0,568.61,0.2,2729.33,2025-02-18,Delhi,B2C,-689.16
1115,Carolyn Nelson,Accessories,Belts,2.6557788944723617,2691.715527131783,0.6464664310954064,0.0,2025-06-18,Ahmedabad,B2C,-624.26
1116,Olivia Jones,Jackets,Bomber Jacket,1.0,2691.715527131783,0.6464664310954064,0.0,2025-03-02,Delhi,B2C,1733.04
1118,Jose Jackson,Accessories,Belts,2.6557788944723617,2691.715527131783,0.6464664310954064,0.0,2025-05-01,Bangalore,B2C,1039.53
1119,Elizabeth Vega,Jeans,Ripped Denim,2.6557788944723617,2691.715527131783,0.6464664310954064,0.0,2025-05-14,Mumbai,B2C,142.69
1120,Angelica Gonzalez,Jackets,Puffer Coat,2.6557788944723617,4709.0,0.6464664310954064,0.0,2025-05-05,Ahmedabad,B2C,828.98
1123,Michael Clarke,Accessories,Caps,5.0,3978.76,0.6464664310954064,0.0,2024-04-11,Ahmedabad,B2C,1494.78
1002,Jessica Gibson,Jackets,Puffer Coat,1.0,2691.715527131783,0.6464664310954064,0.0,2024-12-31,Ahmedabad,B2B,2513.75
1127,Rhonda Ray,Dresses,Bodycon,3.0,4843.44,0.07,13513.2,2024-08-07,Ahmedabad,B2B,2881.91
1129,Miranda Thomas,Jeans,Boyfriend Jeans,2.0,2412.36,0.23,3715.03,2025-06-27,Mumbai,B2C,-668.36
1131,Grace Chavez,T-Shirts,Classic Tee,5.0,2691.715527131783,0.7,0.0,2025-01-18,Delhi,B2C,-941.56
1134,Melissa Jenkins,Dresses,Wrap Dress,3.0,2691.715527131783,0.6464664310954064,0.0,2025-05-14,Delhi,B2C,1101.19
1135,Ronald Ballard,Shoes,Sneakers,4.0,1556.96,0.7,996.45,2024-10-23,Mumbai,B2B,1432.84
1136,Danielle Johnson,Jeans,Straight Cut,2.6557788944723617,3658.42,0.47,0.0,2024-01-27,Mumbai,B2C,1897.33
1137,Jason Moore,Shoes,Sneakers,2.6557788944723617,4206.06,0.6464664310954064,0.0,2025-04-23,Delhi,B2B,1161.76
1139,Katherine Reyes,T-Shirts,Graphic Tee,2.6557788944723617,2691.715527131783,0.21,0.0,2024-10-28,Bangalore,B2C,-832.45
1140,Dawn Smith,Accessories,Belts,4.0,2691.715527131783,0.6464664310954064,0.0,2024-08-13,Hyderabad,B2B,-127.91
1141,Sarah Pacheco,T-Shirts,Graphic Tee,2.6557788944723617,2691.715527131783,0.7,0.0,2024-04-19,Delhi,B2C,429.67
1142,Daniel Alvarez,Dresses,Bodycon,6.0,3004.58,0.6464664310954064,0.0,2024-02-22,Hyderabad,B2C,-509.67
1143,Bernard Ramirez,Jackets,Denim Jacket,2.6557788944723617,2691.715527131783,0.6464664310954064,0.0,2025-05-05,Bangalore,B2C,816.49
1145,Jorge Anderson,T-Shirts,Graphic Tee,2.0,3607.9,0.7,432.95,2024-11-06,hyderbad,B2B,-171.58
1146,Jacqueline Jenkins,Accessories,Belts,2.6557788944723617,2691.715527131783,0.7,0.0,2025-03-03,Pune,B2C,-431.7
1147,Tracy Miller,Dresses,Casual Midi,2.6557788944723617,2875.46,0.6464664310954064,0.0,2024-12-06,Delhi,B2B,-794.99
1148,Travis Lopez,Accessories,Belts,2.6557788944723617,2471.48,0.7,0.0,2025-01-23,Mumbai,B2C,2247.9
1149,Steven Ortiz,Dresses,Bodycon,2.0,2691.715527131783,0.6464664310954064,0.0,2024-10-05,Hyderabad,B2B,562.69
1150,Brittany Robinson,Accessories,Sunglasses,2.6557788944723617,1554.9,0.6464664310954064,0.0,2024-10-17,Ahmedabad,B2C,457.65
1151,Joseph Allen,Jeans,Straight Cut,4.0,2266.44,0.33,6074.06,2025-07-17,Pune,B2C,-655.45
1152,Matthew Deleon,Shoes,Slip-ons,1.0,2691.715527131783,0.7,0.0,2024-11-03,Pune,B2C,454.45
1153,Julia Evans,Accessories,Belts,1.0,478.59,0.6464664310954064,0.0,2024-12-15,Delhi,B2B,-681.2
1154,Robert Parks,Accessories,Watches,2.6557788944723617,2691.715527131783,0.6464664310954064,0.0,2024-10-10,Bangalore,B2C,52.85
1155,Sean Small,Shoes,Slip-ons,2.6557788944723617,2691.715527131783,0.64,0.0,2024-11-08,Mumbai,B2C,2493.12
1157,Dean Allen,Jeans,Ripped Denim,6.0,645.03,0.6464664310954064,0.0,2025-06-25,Ahmedabad,B2C,2724.92
1158,Vicki Jackson,Dresses,Wrap Dress,2.6557788944723617,4516.08,0.6464664310954064,0.0,2025-07-06,Delhi,B2B,2164.95
1160,Ruben Oconnell,Dresses,Casual Midi,0.0,2691.715527131783,0.7,0.0,2024-11-11,Hyderabad,B2C,-711.19
1161,Laura Gallegos,T-Shirts,Classic Tee,2.6557788944723617,1801.91,0.6464664310954064,0.0,2024-03-01,Mumbai,B2C,502.86
1162,Christopher Harvey,Shoes,Boots,4.0,2691.715527131783,0.14,0.0,2024-11-25,Mumbai,B2C,2566.05
1163,Scott Hampton,Accessories,Sunglasses,2.6557788944723617,1033.58,0.68,0.0,2025-01-09,bengaluru,B2C,-441.46
1165,Joshua Jones,T-Shirts,Classic Tee,2.0,2691.715527131783,0.08,0.0,2024-10-04,bengaluru,B2B,-102.32
1166,Jennifer Johnson,Jackets,Bomber Jacket,2.6557788944723617,2691.715527131783,0.7,0.0,2023-08-27,Ahmedabad,B2C,285.44
1167,Robert Evans,T-Shirts,Oversized T-shirt,0.0,4595.9,0.09,0.0,2025-05-14,Bangalore,B2C,-653.8
1168,Eugene Olson Jr.,Accessories,Sunglasses,0.0,3655.71,0.48,0.0,2024-11-13,hyderbad,B2C,2024.15
1171,Richard Johnson,Jeans,Straight Cut,1.0,2691.715527131783,0.6464664310954064,0.0,2025-06-16,Pune,B2B,2475.83
1172,Diane Davis,Jackets,Puffer Coat,2.0,2719.32,0.6464664310954064,0.0,2025-05-02,Hyd,B2C,655.1
1174,Tiffany Flores,Jackets,Leather Jacket,6.0,4984.65,0.42,17346.58,2024-12-23,Bangalore,B2C,2931.32
1175,Ashley Brown,Dresses,Casual Midi,3.0,2691.715527131783,0.6464664310954064,0.0,2024-10-01,Ahmedabad,B2C,728.61
1177,Elizabeth Torres,Jeans,Straight Cut,2.6557788944723617,2426.13,0.6464664310954064,0.0,2025-03-30,Ahmedabad,B2C,353.91
1179,Kevin Allen,Jackets,Bomber Jacket,0.0,2691.715527131783,0.6464664310954064,0.0,2025-04-04,Mumbai,B2C,510.53
1181,John Barber,Jackets,Bomber Jacket,2.6557788944723617,2691.715527131783,0.6464664310954064,0.0,2025-03-16,Mumbai,B2B,2564.06
1182,Andrew Mclaughlin,Jeans,Slim Fit Jeans,1.0,2691.715527131783,0.6464664310954064,0.0,2024-08-06,Pune,B2C,-747.25
1183,Sherry Ward,Accessories,Watches,6.0,2372.3,0.6464664310954064,0.0,2024-03-27,Delhi,B2C,1888.87
1184,Craig Farrell,Jeans,Ripped Denim,0.0,2697.1,0.6464664310954064,0.0,2025-06-21,Delhi,B2B,1518.99
1185,Stacy Brady,Accessories,Belts,2.6557788944723617,2691.715527131783,0.6464664310954064,0.0,2025-05-14,Delhi,B2C,-445.19
1186,Daniel Patton,Jeans,Boyfriend Jeans,6.0,2691.715527131783,0.7,0.0,2025-06-12,Bangalore,B2B,-40.48
1188,Maria Morrow,Accessories,Belts,6.0,4910.28,0.12,25926.28,2024-08-27,Bangalore,B2C,2089.25
1189,Elizabeth Johnson,T-Shirts,Oversized T-shirt,2.6557788944723617,4808.1,0.6464664310954064,0.0,2025-01-28,Ahmedabad,B2C,392.87
1190,Antonio Boyd PhD,Jackets,Puffer Coat,2.6557788944723617,2691.715527131783,0.63,0.0,2025-05-27,Pune,B2B,75.04
1193,Christine Lopez,Dresses,Casual Midi,2.6557788944723617,3031.06,0.6464664310954064,0.0,2024-08-08,Pune,B2B,-682.74
1032,Stephanie Booth,Accessories,Sunglasses,2.6557788944723617,2691.715527131783,0.6464664310954064,0.0,2025-07-09,Ahmedabad,B2C,1941.65
1196,Michael Hawkins,Jeans,Slim Fit Jeans,2.6557788944723617,3959.06,0.37,0.0,2025-05-14,Hyd,B2B,1539.5
1198,Jacqueline Erickson,Accessories,Sunglasses,3.0,3594.97,0.6464664310954064,0.0,2025-04-17,Delhi,B2C,2422.27
1199,Jade Chavez,Shoes,Boots,2.6557788944723617,2317.1,0.6464664310954064,0.0,2025-02-02,Bangalore,B2C,2637.77
1201,Crystal Hayes MD,Jackets,Bomber Jacket,2.0,3507.85,0.6464664310954064,0.0,2025-01-10,Pune,B2B,1023.04
1202,Amy Walker,Accessories,Sunglasses,2.6557788944723617,2691.715527131783,0.6464664310954064,0.0,2025-03-23,bengaluru,B2C,-207.53
1203,Amy Gonzales,T-Shirts,Crop Top,5.0,2691.715527131783,0.6464664310954064,0.0,2025-01-14,Hyd,B2C,657.59
1204,David Parker,Shoes,Slip-ons,2.6557788944723617,4213.4,0.6464664310954064,0.0,2024-11-12,Pune,B2B,1867.53
1205,Jennifer Williams,Jeans,Slim Fit Jeans,2.6557788944723617,696.49,0.6464664310954064,0.0,2025-06-11,Delhi,B2C,-24.51
1206,Charles White,T-Shirts,Classic Tee,0.0,2691.715527131783,0.6464664310954064,0.0,2025-03-31,hyderbad,B2C,2472.24
1207,Jerome Richardson,Jeans,Straight Cut,2.6557788944723617,563.14,0.33,0.0,2024-05-21,Ahmedabad,B2B,945.7
1208,Jean Yoder,Jackets,Denim Jacket,1.0,2691.715527131783,0.6464664310954064,0.0,2025-01-10,Mumbai,B2C,648.73
1209,Theodore Yang,Accessories,Watches,2.6557788944723617,4029.87,0.6464664310954064,0.0,2025-01-09,Ahmedabad,B2C,1447.79
1210,Rebecca Grant,Accessories,Watches,4.0,2691.715527131783,0.7,0.0,2025-05-26,Delhi,B2C,2179.54
1211,Kelli Young,Jeans,Ripped Denim,2.6557788944723617,1560.37,0.6464664310954064,0.0,2024-12-04,Ahmedabad,B2C,2783.91
1212,Bradley Quinn,Shoes,Slip-ons,1.0,4098.12,0.6464664310954064,0.0,2024-10-17,Hyd,B2C,-656.35
1213,Darrell Reynolds,T-Shirts,Classic Tee,2.6557788944723617,2691.715527131783,0.6464664310954064,0.0,2025-01-27,Ahmedabad,B2C,1093.98
1214,Alicia Hernandez,Jackets,Leather Jacket,4.0,1273.6,0.6464664310954064,0.0,2025-06-18,Hyd,B2C,1851.89
1216,Benjamin Dunlap,T-Shirts,Classic Tee,6.0,2691.715527131783,0.7,0.0,2024-07-22,Delhi,B2B,2986.8
1218,Jamie Alexander,Dresses,Wrap Dress,3.0,1544.45,0.33,3104.34,2025-03-31,Hyd,B2B,707.56
1219,Kayla Crawford,Jeans,Straight Cut,2.6557788944723617,2691.715527131783,0.6464664310954064,0.0,2024-11-28,bengaluru,B2C,2206.0
1220,Amber Rivera,T-Shirts,Oversized T-shirt,2.6557788944723617,2691.715527131783,0.6464664310954064,0.0,2024-07-22,bengaluru,B2C,1598.22
1221,Cody Mitchell,Accessories,Belts,3.0,2691.715527131783,0.6464664310954064,0.0,2024-09-28,Mumbai,B2B,898.67
1222,Karen Pennington,T-Shirts,Classic Tee,2.6557788944723617,683.85,0.6464664310954064,0.0,2024-10-30,Pune,B2C,1489.45
1224,Shelby Lewis,Dresses,Wrap Dress,2.6557788944723617,2691.715527131783,0.6464664310954064,0.0,2025-03-21,Ahmedabad,B2C,2219.56
1225,Gregory Flores,Shoes,Loafers,1.0,1406.32,0.7,70.32,2025-07-13,Bangalore,B2C,1937.71
1226,Jeffrey Haynes,Dresses,Bodycon,1.0,2691.715527131783,0.7,0.0,2024-10-26,Ahmedabad,B2B,2806.56
1227,Antonio Moses,Accessories,Sunglasses,2.0,2691.715527131783,0.25,0.0,2024-03-05,hyderbad,B2C,2096.68
1048,Dr. Adam Schultz,Accessories,Caps,2.6557788944723617,2298.27,0.59,0.0,2025-03-27,Pune,B2B,2994.93
1232,Sierra Miller,Shoes,Sneakers,2.0,2526.77,0.6464664310954064,0.0,2023-09-14,Mumbai,B2C,1494.67
1233,Katie Garcia,Jackets,Puffer Coat,1.0,2691.715527131783,0.07,0.0,2025-04-25,Bangalore,B2C,2237.24
1234,Timothy Goodman,Jeans,Straight Cut,2.6557788944723617,1069.88,0.05,0.0,2025-06-24,Pune,B2B,110.58
1036,Juan White,T-Shirts,Oversized T-shirt,2.0,4802.42,0.7,1728.87,2025-04-18,hyderbad,B2C,605.03
1237,Matthew Holloway,T-Shirts,Classic Tee,2.6557788944723617,2691.715527131783,0.29,0.0,2025-06-09,Pune,B2C,-465.98
1239,Karina Davis,T-Shirts,Graphic Tee,4.0,644.58,0.6464664310954064,0.0,2024-10-20,Delhi,B2B,1097.88
1240,Melanie Ramirez,Dresses,Casual Midi,2.6557788944723617,4634.13,0.6464664310954064,0.0,2023-07-29,Bangalore,B2C,2625.44
1241,Caroline Thomas,Jeans,Slim Fit Jeans,6.0,3111.95,0.6464664310954064,0.0,2024-06-22,bengaluru,B2C,2814.82
1242,Pamela Navarro,Jeans,Ripped Denim,1.0,2691.715527131783,0.6464664310954064,0.0,2025-02-18,Pune,B2B,1576.74
1243,Jack Mccoy,Accessories,Caps,3.0,2691.715527131783,0.69,0.0,2024-12-02,Ahmedabad,B2C,779.51
1244,Ashley Walker,Dresses,Maxi Dress,6.0,2691.715527131783,0.6464664310954064,0.0,2024-06-29,Ahmedabad,B2C,2574.76
1245,Christopher Mcknight,T-Shirts,Classic Tee,2.6557788944723617,1822.9,0.6464664310954064,0.0,2024-12-13,Delhi,B2C,1076.34
1248,Edward Morgan,Accessories,Watches,2.6557788944723617,2691.715527131783,0.7,0.0,2023-07-23,Mumbai,B2B,397.41
1249,Tim Bauer,Accessories,Caps,2.6557788944723617,2691.715527131783,0.23,0.0,2024-09-10,Pune,B2C,809.89
1251,Hailey Sullivan,Dresses,Casual Midi,2.0,4841.4,0.6,3873.12,2025-02-04,Pune,B2C,578.37
1252,Brandy Clark,T-Shirts,Classic Tee,6.0,1638.51,0.7,1179.73,2025-04-02,Mumbai,B2C,1484.7
1253,Carlos Anderson,Dresses,Wrap Dress,2.6557788944723617,2691.715527131783,0.6464664310954064,0.0,2025-02-04,bengaluru,B2B,2512.63
1254,Michael Henson,Shoes,Slip-ons,6.0,2691.715527131783,0.6464664310954064,0.0,2025-02-14,Mumbai,B2B,2418.99
1255,Kim Campos,T-Shirts,Classic Tee,4.0,1849.68,0.6464664310954064,0.0,2024-12-06,Hyd,B2C,-706.09
1256,Janet Cooley,Jackets,Bomber Jacket,2.6557788944723617,1801.38,0.6464664310954064,0.0,2024-11-18,bengaluru,B2C,2071.1
1258,Shane Gomez,Dresses,Bodycon,2.0,4313.38,0.6464664310954064,0.0,2025-03-12,Delhi,B2C,2636.96
1259,Tyler Haney,Shoes,Boots,2.0,3396.92,0.6464664310954064,0.0,2025-05-05,Ahmedabad,B2C,-830.5
1260,Lindsay Haney,Dresses,Maxi Dress,2.0,2691.715527131783,0.6464664310954064,0.0,2025-03-25,Delhi,B2B,-817.8
1012,Manuel Prince,Jeans,Boyfriend Jeans,2.6557788944723617,4129.37,0.6464664310954064,0.0,2025-07-20,Delhi,B2B,2328.1
1262,George Gray,Accessories,Watches,2.0,2691.715527131783,0.52,0.0,2024-11-02,bengaluru,B2B,786.25
1264,Ernest Myers,T-Shirts,Graphic Tee,2.6557788944723617,3382.08,0.6464664310954064,0.0,2024-10-27,Delhi,B2C,1647.48
1265,Brandi Lang,T-Shirts,Graphic Tee,0.0,721.41,0.7,0.0,2025-03-24,Hyd,B2C,1718.95
1266,Gloria Barnett,Shoes,Slip-ons,2.6557788944723617,2691.715527131783,0.7,0.0,2023-10-25,Delhi,B2C,1024.86
1267,Sarah Andrews,Jackets,Bomber Jacket,3.0,3255.23,0.6464664310954064,0.0,2023-11-16,Delhi,B2B,650.8
1270,Vanessa Kelley,T-Shirts,Graphic Tee,0.0,4446.82,0.6464664310954064,0.0,2025-06-29,Hyd,B2B,-293.05
1271,Robert Gonzalez,T-Shirts,Oversized T-shirt,2.6557788944723617,2691.715527131783,0.6464664310954064,0.0,2024-05-13,Bangalore,B2B,1295.93
1272,Angela Taylor,Accessories,Belts,2.6557788944723617,1429.94,0.6464664310954064,0.0,2023-12-12,Hyd,B2B,484.51
1273,Bradley Myers,T-Shirts,Oversized T-shirt,2.6557788944723617,2691.715527131783,0.6464664310954064,0.0,2025-01-02,Hyd,B2C,-431.92
1275,Kelly Wong,Dresses,Casual Midi,3.0,4132.0,0.6464664310954064,0.0,2024-02-26,bengaluru,B2B,2732.47
1277,Michael Coleman,Accessories,Sunglasses,2.0,4720.52,0.57,4059.65,2024-09-05,Delhi,B2C,1255.66
